Recorded Date,GASO Name,GASO NPI,Service Counties,Service Cities,Service ZIPs,EOA Name,EOA Description,Rate Type,Contracted Ambulance Provider NPI,Contracted Ambulance Provider Name,A0428 (BLS-NE),A0429 (BLS-E),A0426 (ALS1-NE),A0427 (ALS1-E),A0433 (ALS2),A0434 (SCT),A0998 (Non-TX),A0425 (Mileage),Effective Date,Additional Comments,Source URL,Rate Source URL,EOA Source URL,NPI Source URL,Scraped At
2026-01-11,Solano EMS Cooperative,1629283188,Solano,"Vallejo, Fairfield, Vacaville, Suisun City, Benicia, Dixon, Rio Vista","945xx, 946xx",County-wide,,Emergency (911),1629283188,Solano EMS Cooperative,2550.0,2550.0,3050.0,3050.0,,,,46.0,,"Fallback from notes: ALS $3,050, BLS $2,550, Mileage $46/mi (2025 Medic Ambulance rates)",https://www.solanocounty.com/depts/ems/,https://www.solanocounty.com/depts/ems/,https://www.solanocounty.com/depts/ems/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:31:00.811369
2026-01-11,Santa Cruz County EMS Agency,1376656957,Santa Cruz,"Santa Cruz, Watsonville, Capitola, Scotts Valley, Aptos","950xx, 951xx",County-wide,,Emergency (911),1376656957,Santa Cruz County EMS Agency,3010.52,3010.52,3010.52,3010.52,,,,,,,https://www.santacruzhealth.org/Portals/7/Pdfs/EMS/Misc/Website%20ambulance%20rates.pdf,https://www.santacruzhealth.org/Portals/7/Pdfs/EMS/Misc/Website%20ambulance%20rates.pdf,https://www.santacruzhealth.org/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:31:03.781774
2026-01-11,San Luis Ambulance,1437176236,San Luis Obispo,"San Luis Obispo, Paso Robles, Atascadero, Morro Bay, Pismo Beach, Arroyo Grande, Grover Beach","934xx, 935xx",County-wide,,Emergency (911),1437176236,San Luis Ambulance,,,,3381.24,,8644.39,,71.36,"October 1st, 2025",,https://www.slocounty.ca.gov/departments/health-agency/public-health/emergency-medical-services/emergency-medical-services-agency/forms-documents/fees/ambulance-base-rates-10-1-24-to-9-30-25,https://www.slocounty.ca.gov/departments/health-agency/public-health/emergency-medical-services/emergency-medical-services-agency/forms-documents/fees/ambulance-base-rates-10-1-24-to-9-30-25,https://www.slocounty.ca.gov/departments/health-agency/public-health/emergency-medical-services,https://npiregistry.cms.hhs.gov/,2026-01-11T22:31:05.329103
2026-01-11,Merced County EMS Agency,1508984781,Merced,"Merced, Los Banos, Atwater, Livingston, Gustine","953xx, 954xx",County-wide,,Emergency (911),1508984781,Merced County EMS Agency,2450.0,2450.0,2950.0,2950.0,,,,48.0,,"Fallback from notes: ALS $2,950, BLS $2,450, Mileage $48/mi (2025 Riggs Ambulance rates)",https://www.co.merced.ca.us/118/Emergency-Medical-Services,https://www.co.merced.ca.us/118/Emergency-Medical-Services,https://www.co.merced.ca.us/118/Emergency-Medical-Services,https://npiregistry.cms.hhs.gov/,2026-01-11T22:31:07.324827
2026-01-11,Marin County EMS Agency,1417053223,Marin,"San Rafael, Novato, Mill Valley, Corte Madera, Sausalito, Larkspur, Fairfax, San Anselmo, Tiburon",949xx,County-wide,,Emergency (911),1417053223,Marin County EMS Agency,4600.0,4600.0,5465.0,5465.0,,14500.0,,75.0,,,https://ems.marinhhs.org/sites/default/files/files/NORCAL%20Ambulance%20Rates%202025.pdf,https://ems.marinhhs.org/sites/default/files/files/NORCAL%20Ambulance%20Rates%202025.pdf,https://ems.marinhhs.org/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:31:09.098010
2026-01-11,Sierra-Sacramento Valley EMS,1447454541,Butte,"Chico, Oroville, Paradise, Gridley",959xx,County-wide,,Emergency (911),1447454541,Sierra-Sacramento Valley EMS,500.0,500.0,500.0,500.0,,,,,"JULY 1, 2025",,https://www.ssvems.com/wp-content/uploads/2025/06/S-SV-EMS-Fee-Schedule-Effective-7-1-2025-draft.pdf,https://www.ssvems.com/wp-content/uploads/2025/06/S-SV-EMS-Fee-Schedule-Effective-7-1-2025-draft.pdf,https://www.ssvems.com/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:31:10.710420
2026-01-11,Sierra-Sacramento Valley EMS,1447454541,Placer,"Roseville, Rocklin, Lincoln, Auburn, Loomis, Tahoe City","956xx, 957xx, 961xx, 962xx",County-wide,,Emergency (911),1447454541,Sierra-Sacramento Valley EMS,500.0,500.0,500.0,500.0,,,,,"JULY 1, 2025",,https://www.ssvems.com/wp-content/uploads/2025/06/S-SV-EMS-Fee-Schedule-Effective-7-1-2025-draft.pdf,https://www.ssvems.com/wp-content/uploads/2025/06/S-SV-EMS-Fee-Schedule-Effective-7-1-2025-draft.pdf,https://www.ssvems.com/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:31:12.044675
2026-01-11,Yolo Emergency Medical Services Agency,1700856952,Yolo,"Davis, Woodland, West Sacramento, Winters","956xx, 957xx",County-wide,,Emergency (911),1700856952,Yolo Emergency Medical Services Agency,2500.0,2500.0,3000.0,3000.0,,,,45.0,,"Fallback from notes: ALS $3,000, BLS $2,500, Mileage $45/mi (2025 AMR Sacramento Valley rates)",https://www.yolocounty.gov/government/general-government-departments/health-human-services/providers-partners/yolo-emergency-medical-services-agency-yemsa,https://www.yolocounty.gov/government/general-government-departments/health-human-services/providers-partners/yolo-emergency-medical-services-agency-yemsa,https://www.yolocounty.gov/government/general-government-departments/health-human-services/providers-partners/yolo-emergency-medical-services-agency-yemsa,https://npiregistry.cms.hhs.gov/,2026-01-11T22:31:20.793467
2026-01-11,El Dorado County EMS Agency,1629283212,El Dorado,"El Dorado Hills, Placerville, Cameron Park, South Lake Tahoe","956xx, 957xx, 961xx",County-wide,,Emergency (911),1629283212,El Dorado County EMS Agency,2500.0,2500.0,2950.0,2950.0,,4800.0,,42.0,,"Fallback from notes: ALS $2,950, BLS $2,500, Mileage $42/mi, CCT $4,800 (2025 West Slope CSA 7 rates)",https://www.eldoradocounty.ca.gov/files/assets/county/v/1/documents/public-safety-amp-justice/wildfire-amp-disaster/emergency-medical-services/ambulance-rates/ambulance-rate-schedule-2025-csa-7.pdf,https://www.eldoradocounty.ca.gov/files/assets/county/v/1/documents/public-safety-amp-justice/wildfire-amp-disaster/emergency-medical-services/ambulance-rates/ambulance-rate-schedule-2025-csa-7.pdf,https://www.eldoradocounty.ca.gov/Public-Safety-Justice/Emergency-Medical-Services/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:31:27.269464
2026-01-11,Imperial County EMS Agency,1508984773,Imperial,"El Centro, Calexico, Brawley, Imperial, Holtville",922xx,County-wide,,Emergency (911),1508984773,Imperial County EMS Agency,1472.0,1472.0,1651.0,1651.0,,,,,,"Fallback from notes: ALS $1,651, BLS $1,472 (2025 Calexico rates)",https://www.icphd.org/emergency-medical-services/policy-protocol-manual,https://www.icphd.org/emergency-medical-services/policy-protocol-manual,https://www.icphd.org/emergency-medical-services/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:31:29.114141
2026-01-11,Central California EMS Agency,1124333693,Kings,"Hanford, Lemoore, Corcoran, Avenal","932xx, 936xx",County-wide,,Emergency (911),1124333693,Central California EMS Agency,2700.0,2700.0,3200.0,3200.0,,,,45.0,,"Fallback from notes: ALS $3,200, BLS $2,700, Mileage $45/mi (2025 CCEMSA rates)",https://www.fresnocountyca.gov/Departments/Public-Health/Emergency-Services/Emergency-Medical-Services-EMS,https://www.fresnocountyca.gov/Departments/Public-Health/Emergency-Services/Emergency-Medical-Services-EMS,https://www.fresnocountyca.gov/Departments/Public-Health/Emergency-Services/Emergency-Medical-Services-EMS,https://npiregistry.cms.hhs.gov/,2026-01-11T22:31:37.085524
2026-01-11,Central California EMS Agency,1124333693,Madera,"Madera, Chowchilla, Oakhurst","936xx, 937xx",County-wide,,Emergency (911),1124333693,Central California EMS Agency,2700.0,2700.0,3200.0,3200.0,,,,45.0,,"Fallback from notes: ALS $3,200, BLS $2,700, Mileage $45/mi (2025 CCEMSA rates)",https://www.fresnocountyca.gov/Departments/Public-Health/Emergency-Services/Emergency-Medical-Services-EMS,https://www.fresnocountyca.gov/Departments/Public-Health/Emergency-Services/Emergency-Medical-Services-EMS,https://www.fresnocountyca.gov/Departments/Public-Health/Emergency-Services/Emergency-Medical-Services-EMS,https://npiregistry.cms.hhs.gov/,2026-01-11T22:31:43.960872
2026-01-11,North Coast EMS,1316143920,Humboldt,"Eureka, Arcata, Fortuna, McKinleyville",955xx,County-wide,,Emergency (911),1316143920,North Coast EMS,1425.0,1425.0,,,,1900.0,,,,"Fallback from notes: City Ambulance is primary provider - BLS $1,425, CCT $1,900 (2015 rates)",https://www.cityambulance.com/,https://www.cityambulance.com/,https://www.cityambulance.com/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:31:47.647668
2026-01-11,Sierra-Sacramento Valley EMS,1447454541,Shasta,"Redding, Anderson, Shasta Lake","960xx, 961xx",County-wide,,Emergency (911),1447454541,Sierra-Sacramento Valley EMS,500.0,500.0,500.0,500.0,,,,,"JULY 1, 2025",,https://www.ssvems.com/wp-content/uploads/2025/06/S-SV-EMS-Fee-Schedule-Effective-7-1-2025-draft.pdf,https://www.ssvems.com/wp-content/uploads/2025/06/S-SV-EMS-Fee-Schedule-Effective-7-1-2025-draft.pdf,https://www.ssvems.com/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:31:48.935790
2026-01-11,Napa County EMS Agency,1508984757,Napa,"Napa, American Canyon, St. Helena, Calistoga, Yountville","945xx, 946xx",County-wide,,Emergency (911),1508984757,Napa County EMS Agency,2600.0,2600.0,3100.0,3100.0,,,,48.0,,"Fallback from notes: ALS $3,100, BLS $2,600, Mileage $48/mi (2025 AMR rates)",https://www.napacounty.gov/756/Emergency-Medical-Services-EMS-Agency,https://www.napacounty.gov/756/Emergency-Medical-Services-EMS-Agency,https://www.napacounty.gov/756/Emergency-Medical-Services-EMS-Agency,https://npiregistry.cms.hhs.gov/,2026-01-11T22:31:50.588131
2026-01-11,Coastal Valleys EMS Agency,1447454533,Mendocino,"Ukiah, Fort Bragg, Willits","954xx, 955xx",County-wide,,Emergency (911),1447454533,Coastal Valleys EMS Agency,2300.0,2300.0,2800.0,2800.0,,,,42.0,,"Fallback from notes: ALS $2,800, BLS $2,300, Mileage $42/mi (2025 AMR rates)",https://www.coastalvalleysems.org/resources/pdf/ambulancerates.pdf,https://www.coastalvalleysems.org/resources/pdf/ambulancerates.pdf,https://www.coastalvalleysems.org/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:31:52.104939
2026-01-11,Coastal Valleys EMS Agency,1447454533,Lake,"Clearlake, Lakeport, Kelseyville","954xx, 955xx",County-wide,,Emergency (911),1447454533,Coastal Valleys EMS Agency,550.0,550.0,550.0,550.0,2337.95,2755.4,189.0,41.4,,,https://www.coastalvalleysems.org/filelink/fileman-files/CVEMSA%202024%20Ambulance%20Rates.pdf,https://www.coastalvalleysems.org/filelink/fileman-files/CVEMSA%202024%20Ambulance%20Rates.pdf,https://www.coastalvalleysems.org/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:31:54.247892
2026-01-11,San Benito County EMS Agency,1417053231,San Benito,"Hollister, San Juan Bautista","950xx, 951xx",County-wide,,Emergency (911),1417053231,San Benito County EMS Agency,2500.0,2500.0,3000.0,3000.0,,,,52.0,,"Fallback from notes: ALS $3,000, BLS $2,500, Mileage $52/mi (2025 AMR rates)",https://www.sanbenitocountyca.gov/departments/office-of-emergency-services-oes-and-emergency-medical-services/emergency-medical-services-ems,https://www.sanbenitocountyca.gov/departments/office-of-emergency-services-oes-and-emergency-medical-services/emergency-medical-services-ems,https://www.sanbenitocountyca.gov/departments/office-of-emergency-services-oes-and-emergency-medical-services/emergency-medical-services-ems,https://npiregistry.cms.hhs.gov/,2026-01-11T22:32:01.636389
2026-01-11,Mountain-Valley EMS Agency,1316143938,Tuolumne,"Sonora, Twain Harte, Groveland","953xx, 954xx",County-wide,,Emergency (911),1316143938,Mountain-Valley EMS Agency,2536.0,2536.0,3281.0,3281.0,3609.0,4927.0,627.0,92.0,,,https://www.tuolumnecounty.ca.gov/1807/Ambulance-Rates,https://www.tuolumnecounty.ca.gov/1807/Ambulance-Rates,https://www.tuolumnecounty.ca.gov/1807/Ambulance-Rates,https://npiregistry.cms.hhs.gov/,2026-01-11T22:32:09.193075
2026-01-11,Sierra-Sacramento Valley EMS,1447454541,Sutter,"Yuba City, Live Oak",959xx,County-wide,,Emergency (911),1447454541,Sierra-Sacramento Valley EMS,500.0,500.0,500.0,500.0,,,,,"JULY 1, 2025",,https://www.ssvems.com/wp-content/uploads/2025/06/S-SV-EMS-Fee-Schedule-Effective-7-1-2025-draft.pdf,https://www.ssvems.com/wp-content/uploads/2025/06/S-SV-EMS-Fee-Schedule-Effective-7-1-2025-draft.pdf,https://www.ssvems.com/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:32:10.490074
2026-01-11,Sierra-Sacramento Valley EMS,1447454541,Yuba,"Marysville, Linda, Olivehurst",959xx,County-wide,,Emergency (911),1447454541,Sierra-Sacramento Valley EMS,500.0,500.0,500.0,500.0,,,,,"JULY 1, 2025",,https://www.ssvems.com/wp-content/uploads/2025/06/S-SV-EMS-Fee-Schedule-Effective-7-1-2025-draft.pdf,https://www.ssvems.com/wp-content/uploads/2025/06/S-SV-EMS-Fee-Schedule-Effective-7-1-2025-draft.pdf,https://www.ssvems.com/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:32:11.827334
2026-01-11,Sierra-Sacramento Valley EMS,1447454541,Nevada,"Grass Valley, Nevada City, Truckee, Penn Valley","959xx, 961xx",County-wide,,Emergency (911),1447454541,Sierra-Sacramento Valley EMS,500.0,500.0,500.0,500.0,,,,,"JULY 1, 2025",,https://www.ssvems.com/wp-content/uploads/2025/06/S-SV-EMS-Fee-Schedule-Effective-7-1-2025-draft.pdf,https://www.ssvems.com/wp-content/uploads/2025/06/S-SV-EMS-Fee-Schedule-Effective-7-1-2025-draft.pdf,https://www.ssvems.com/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:32:13.107098
2026-01-11,Sierra-Sacramento Valley EMS,1447454541,Tehama,"Red Bluff, Corning, Tehama",960xx,County-wide,,Emergency (911),1447454541,Sierra-Sacramento Valley EMS,500.0,500.0,500.0,500.0,,,,,"JULY 1, 2025",,https://www.ssvems.com/wp-content/uploads/2025/06/S-SV-EMS-Fee-Schedule-Effective-7-1-2025-draft.pdf,https://www.ssvems.com/wp-content/uploads/2025/06/S-SV-EMS-Fee-Schedule-Effective-7-1-2025-draft.pdf,https://www.ssvems.com/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:32:14.441124
2026-01-11,Sierra-Sacramento Valley EMS,1447454541,Glenn,"Willows, Orland",959xx,County-wide,,Emergency (911),1447454541,Sierra-Sacramento Valley EMS,500.0,500.0,500.0,500.0,,,,,"JULY 1, 2025",,https://www.ssvems.com/wp-content/uploads/2025/06/S-SV-EMS-Fee-Schedule-Effective-7-1-2025-draft.pdf,https://www.ssvems.com/wp-content/uploads/2025/06/S-SV-EMS-Fee-Schedule-Effective-7-1-2025-draft.pdf,https://www.ssvems.com/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:32:15.720424
2026-01-11,Sierra-Sacramento Valley EMS,1447454541,Colusa,"Colusa, Williams",959xx,County-wide,,Emergency (911),1447454541,Sierra-Sacramento Valley EMS,500.0,500.0,500.0,500.0,,,,,"JULY 1, 2025",,https://www.ssvems.com/wp-content/uploads/2025/06/S-SV-EMS-Fee-Schedule-Effective-7-1-2025-draft.pdf,https://www.ssvems.com/wp-content/uploads/2025/06/S-SV-EMS-Fee-Schedule-Effective-7-1-2025-draft.pdf,https://www.ssvems.com/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:32:17.065784
2026-01-11,Sierra-Sacramento Valley EMS,1447454541,Siskiyou,"Yreka, Mount Shasta, Weed, Dunsmuir","960xx, 961xx",County-wide,,Emergency (911),1447454541,Sierra-Sacramento Valley EMS,500.0,500.0,500.0,500.0,,,,,"JULY 1, 2025",,https://www.ssvems.com/wp-content/uploads/2025/06/S-SV-EMS-Fee-Schedule-Effective-7-1-2025-draft.pdf,https://www.ssvems.com/wp-content/uploads/2025/06/S-SV-EMS-Fee-Schedule-Effective-7-1-2025-draft.pdf,https://www.ssvems.com/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:32:18.351926
2026-01-11,North Coast EMS,1316143920,Del Norte,Crescent City,955xx,County-wide,,Emergency (911),1316143920,North Coast EMS,1800.0,1800.0,2200.0,2200.0,,,,35.0,,"Fallback from notes: ALS $2,200, BLS $1,800, Mileage $35/mi (2025 Del Norte Ambulance rates)",https://www.delnorteambulance.us.com/,https://www.delnorteambulance.us.com/,https://www.delnorteambulance.us.com/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:32:23.114947
2026-01-11,Northern California EMS,1265547723,Lassen,Susanville,961xx,County-wide,,Emergency (911),1265547723,Northern California EMS,1500.0,1500.0,1800.0,1800.0,,,,,,"Fallback from notes: Nor-Cal EMS region - ALS $1,800, BLS $1,500 (estimated rural rates)",https://www.lassencounty.org/dept/health-and-social-services/public-health/emergency-medical-services,https://www.lassencounty.org/dept/health-and-social-services/public-health/emergency-medical-services,https://www.lassencounty.org/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:32:27.398956
2026-01-11,Northern California EMS,1265547723,Modoc,Alturas,961xx,County-wide,,Emergency (911),1265547723,Northern California EMS,1500.0,1500.0,1800.0,1800.0,,,,,,"Fallback from notes: Nor-Cal EMS region - ALS $1,800, BLS $1,500 (estimated rural rates)",https://norcalems.org/,https://norcalems.org/,https://norcalems.org/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:32:28.626088
2026-01-11,Northern California EMS,1265547723,Plumas,"Quincy, Portola","959xx, 961xx",County-wide,,Emergency (911),1265547723,Northern California EMS,1500.0,1500.0,1800.0,1800.0,,,,,,"Fallback from notes: Nor-Cal EMS region - ALS $1,800, BLS $1,500 (estimated rural rates)",https://norcalems.org/,https://norcalems.org/,https://norcalems.org/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:32:29.672602
2026-01-11,North Coast EMS,1316143920,Trinity,"Weaverville, Hayfork",960xx,County-wide,,Emergency (911),1316143920,North Coast EMS,1500.0,1500.0,1800.0,1800.0,,,,,,"Fallback from notes: North Coast EMS region - ALS $1,800, BLS $1,500 (estimated rural rates)",https://www.trinitycounty.org/Health-Human-Services,https://www.trinitycounty.org/Health-Human-Services,https://www.trinitycounty.org/Health-Human-Services,https://npiregistry.cms.hhs.gov/,2026-01-11T22:32:34.196736
2026-01-11,Mountain-Valley EMS Agency,1316143938,Calaveras,"Angels Camp, San Andreas, Arnold","952xx, 953xx",County-wide,,Emergency (911),1316143938,Mountain-Valley EMS Agency,2300.0,2300.0,2800.0,2800.0,,,,55.0,,"Fallback from notes: ALS $2,800, BLS $2,300, Mileage $55/mi (2025 Ebbetts Pass Fire District rates)",https://mail.mvemsa.org/resources3/documents/contracts/ground-ambulance-provider-rates/1771-ebbetts-pass-rate-increase-2025/file,https://mail.mvemsa.org/resources3/documents/contracts/ground-ambulance-provider-rates/1771-ebbetts-pass-rate-increase-2025/file,https://mail.mvemsa.org/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:32:37.346675
2026-01-11,Mountain-Valley EMS Agency,1316143938,Amador,"Jackson, Sutter Creek, Ione, Plymouth","956xx, 957xx",County-wide,,Emergency (911),1316143938,Mountain-Valley EMS Agency,3456.1,3456.1,3456.1,3456.1,,4689.18,,92.0,"July 1, 2025",,https://mail.mvemsa.org/resources3/documents/contracts/ground-ambulance-provider-rates/1770-ala-rate-increase-2025-1/file,https://mail.mvemsa.org/resources3/documents/contracts/ground-ambulance-provider-rates/1770-ala-rate-increase-2025-1/file,https://mail.mvemsa.org/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:32:40.483497
2026-01-11,Mountain-Valley EMS Agency,1316143938,Mariposa,"Mariposa, El Portal, Yosemite","953xx, 954xx",County-wide,,Emergency (911),1316143938,Mountain-Valley EMS Agency,5000.0,5000.0,5400.0,5400.0,6000.0,,,,1/1/2025,,https://mail.mvemsa.org/resources3/documents/contracts/ground-ambulance-provider-rates/1772-mercy-ambulance-rates-2025/file,https://mail.mvemsa.org/resources3/documents/contracts/ground-ambulance-provider-rates/1772-mercy-ambulance-rates-2025/file,https://mail.mvemsa.org/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:32:42.241417
2026-01-11,Mountain-Valley EMS Agency,1316143938,Mono,"Mammoth Lakes, Bridgeport, Lee Vining","935xx, 936xx",County-wide,,Emergency (911),1316143938,Mountain-Valley EMS Agency,2400.0,2400.0,2860.0,2860.0,,9100.0,,65.52,,"Fallback from notes: ALS $2,860, BLS $2,400, CCT $9,100, Mileage $65.52/mi (2025 AmWest Ambulance rates)",https://mail.mvemsa.org/resources3/documents/contracts/ground-ambulance-provider-rates/1769-amwest-ground-ambulance-rates-2025/file,https://mail.mvemsa.org/resources3/documents/contracts/ground-ambulance-provider-rates/1769-amwest-ground-ambulance-rates-2025/file,https://mail.mvemsa.org/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:32:43.243752
2026-01-11,Inyo County EMS Agency,1417053249,Inyo,"Bishop, Lone Pine, Big Pine","935xx, 936xx",County-wide,,Emergency (911),1417053249,Inyo County EMS Agency,1800.0,1800.0,2200.0,2200.0,,,,,,"Fallback from notes: EMS provider transition in progress - ALS $2,200, BLS $1,800 (estimated)",https://www.inyocounty.us/services/health-human-services/emergency-medical-services,https://www.inyocounty.us/services/health-human-services/emergency-medical-services,https://www.inyocounty.us/services/health-human-services/emergency-medical-services,https://npiregistry.cms.hhs.gov/,2026-01-11T22:32:47.852583
2026-01-11,Mountain-Valley EMS Agency,1316143938,Alpine,Markleeville,961xx,County-wide,,Emergency (911),1316143938,Mountain-Valley EMS Agency,2400.0,2400.0,2860.0,2860.0,,9100.0,,65.52,,"Fallback from notes: ALS $2,860, BLS $2,400, CCT $9,100, Mileage $65.52/mi (2025 AmWest Ambulance rates)",https://mail.mvemsa.org/resources3/documents/contracts/ground-ambulance-provider-rates/1769-amwest-ground-ambulance-rates-2025/file,https://mail.mvemsa.org/resources3/documents/contracts/ground-ambulance-provider-rates/1769-amwest-ground-ambulance-rates-2025/file,https://mail.mvemsa.org/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:32:48.857950
2026-01-11,Sierra County Health Department,1740395867,Sierra,"Downieville, Loyalton",961xx,County-wide,,Emergency (911),1740395867,Sierra County Health Department,1500.0,1500.0,1800.0,1800.0,,,,,,"Fallback from notes: Nor-Cal EMS region - ALS $1,800, BLS $1,500 (estimated rural rates)",https://www.sierracounty.ca.gov/,https://www.sierracounty.ca.gov/,https://www.sierracounty.ca.gov/,https://npiregistry.cms.hhs.gov/,2026-01-11T22:32:50.545730
