county,eoa_name,service_zip_codes,HCPCS_Code,rate,rate_type_service,rate_type_provider,source_url,other_research_comments,other_source_urls,effective_date,NPI,gaso_npi,provider_name,data_quality_flag,research_notes
Glenn,Region-wide IFT,"95920, 95939, 95943, 95951, 95963",A0428,3006.42,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1871527887,,Medic Ambulance,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Glenn,Region-wide IFT,"95920, 95939, 95943, 95951, 95963",A0425,27.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1447658380,,Mountain Medics,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Glenn,Region-wide IFT,"95920, 95939, 95943, 95951, 95963",A0426,1890.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1447658380,,Mountain Medics,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Glenn,Region-wide IFT,"95920, 95939, 95943, 95951, 95963",A0428,1295.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1447658380,,Mountain Medics,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Glenn,Region-wide IFT,"95920, 95939, 95943, 95951, 95963",A0425,75.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1558501890,,NorCal Ambulance,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Glenn,Region-wide IFT,"95920, 95939, 95943, 95951, 95963",A0426,3425.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1558501890,,NorCal Ambulance,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Glenn,Region-wide IFT,"95920, 95939, 95943, 95951, 95963",A0428,3050.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1558501890,,NorCal Ambulance,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Glenn,Region-wide IFT,"95920, 95939, 95943, 95951, 95963",A0425,12.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1134500184,,Orchard Hospital Ambulance,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Glenn,Region-wide IFT,"95920, 95939, 95943, 95951, 95963",A0428,550.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1134500184,,Orchard Hospital Ambulance,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Glenn,Region-wide IFT,"95920, 95939, 95943, 95951, 95963",A0425,78.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1750366068,,ProTransport-1,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Glenn,Region-wide IFT,"95920, 95939, 95943, 95951, 95963",A0426,5050.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1750366068,,ProTransport-1,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Glenn,Region-wide IFT,"95920, 95939, 95943, 95951, 95963",A0428,3050.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1750366068,,ProTransport-1,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Glenn,Region-wide IFT,"95920, 95939, 95943, 95951, 95963",A0425,50.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1619533072,,Remote Area Medicine,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Glenn,Region-wide IFT,"95920, 95939, 95943, 95951, 95963",A0426,2952.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1619533072,,Remote Area Medicine,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Glenn,Region-wide IFT,"95920, 95939, 95943, 95951, 95963",A0428,2250.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1619533072,,Remote Area Medicine,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Glenn,Region-wide IFT,"95920, 95939, 95943, 95951, 95963",A0425,75.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1942361878,,Side Trax EMS,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Glenn,Region-wide IFT,"95920, 95939, 95943, 95951, 95963",A0426,1800.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1942361878,,Side Trax EMS,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Glenn,Region-wide IFT,"95920, 95939, 95943, 95951, 95963",A0428,1000.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1942361878,,Side Trax EMS,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Glenn,Region-wide IFT,"95920, 95939, 95943, 95951, 95963",A0425,9.25,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1144212465,,TLC Transportation,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Glenn,Region-wide IFT,"95920, 95939, 95943, 95951, 95963",A0428,450.0,IFT,contracted,https://www.ssvems.com/wp-content/uploads/2026/01/S-SV-EMS-Region-Ground-Ambulance-Rates-12-1-2025.pdf,Verified from SSVEMS Ground Ambulance Provider Rates PDF (Dec 2025) - Permitted IFT provider,,2025-12-01,1144212465,,TLC Transportation,Verified,"Official SSVEMS rate PDF is the authoritative source for all 11-county SSVEMS region. Permitted IFT providers serve the entire region. ALS mapped to A0426 (IFT), BLS to A0428 (IFT), Mileage to A0425 (IFT)."
Humboldt,County-wide,"95501, 95502, 95503, 95511, 95514, 95518, 95519, 95521, 95524, 95525, 95526, 95527, 95528, 95534, 95536, 95537, 95540, 95542, 95545, 95546, 95547, 95549, 95550, 95551, 95553, 95554, 95555, 95556, 95558, 95559, 95560, 95562, 95563, 95564, 95565, 95569, 95570, 95571, 95573, 95585, 95587, 95589",A0428,1425.0,911,contracted,https://www.times-standard.com/2015/09/09/city-ambulance-fee-hikes-affect-just-10-percent-of-patients/,"RATES UNVERIFIED - 2015 estimates from news article. Contact North Coast EMS at (707) 445-0443 or City Ambulance for current rates. BLS was $1,425, CCT $1,900 as of Sept 2015.",https://npiregistry.cms.hhs.gov/ | https://www.cityambulance.com/ | https://www.northcoastems.com/,2015-09-09,1558369520,1316143920,City Ambulance of Eureka (unverified),Unverified,Rates from 2015 Times-Standard news article about City Ambulance fee increases. Data quality: Fallback source - rates may be outdated. No official current rate schedule found for this provider.
Humboldt,County-wide,"95501, 95502, 95503, 95511, 95514, 95518, 95519, 95521, 95524, 95525, 95526, 95527, 95528, 95534, 95536, 95537, 95540, 95542, 95545, 95546, 95547, 95549, 95550, 95551, 95553, 95554, 95555, 95556, 95558, 95559, 95560, 95562, 95563, 95564, 95565, 95569, 95570, 95571, 95573, 95585, 95587, 95589",A0429,1425.0,911,contracted,https://www.times-standard.com/2015/09/09/city-ambulance-fee-hikes-affect-just-10-percent-of-patients/,"RATES UNVERIFIED - 2015 estimates from news article. Contact North Coast EMS at (707) 445-0443 or City Ambulance for current rates. BLS was $1,425, CCT $1,900 as of Sept 2015.",https://npiregistry.cms.hhs.gov/ | https://www.cityambulance.com/ | https://www.northcoastems.com/,2015-09-09,1558369520,1316143920,City Ambulance of Eureka (unverified),Unverified,Rates from 2015 Times-Standard news article about City Ambulance fee increases. Data quality: Fallback source - rates may be outdated. No official current rate schedule found for this provider.
Humboldt,County-wide,"95501, 95502, 95503, 95511, 95514, 95518, 95519, 95521, 95524, 95525, 95526, 95527, 95528, 95534, 95536, 95537, 95540, 95542, 95545, 95546, 95547, 95549, 95550, 95551, 95553, 95554, 95555, 95556, 95558, 95559, 95560, 95562, 95563, 95564, 95565, 95569, 95570, 95571, 95573, 95585, 95587, 95589",A0434,1900.0,911,contracted,https://www.times-standard.com/2015/09/09/city-ambulance-fee-hikes-affect-just-10-percent-of-patients/,"RATES UNVERIFIED - 2015 estimates from news article. Contact North Coast EMS at (707) 445-0443 or City Ambulance for current rates. BLS was $1,425, CCT $1,900 as of Sept 2015.",https://npiregistry.cms.hhs.gov/ | https://www.cityambulance.com/ | https://www.northcoastems.com/,2015-09-09,1558369520,1316143920,City Ambulance of Eureka (unverified),Unverified,Rates from 2015 Times-Standard news article about City Ambulance fee increases. Data quality: Fallback source - rates may be outdated. No official current rate schedule found for this provider.
Humboldt,County-wide IFT,"95501, 95502, 95503, 95511, 95514, 95518, 95519, 95521, 95524, 95525, 95526, 95527, 95528, 95534, 95536, 95537, 95540, 95542, 95545, 95546, 95547, 95549, 95550, 95551, 95553, 95554, 95555, 95556, 95558, 95559, 95560, 95562, 95563, 95564, 95565, 95569, 95570, 95571, 95573, 95585, 95587, 95589",A0425,75.0,IFT,contracted,https://ems.marinhhs.org/sites/default/files/files/NORCAL%20Ambulance%20Rates%202025.pdf,Verified from NorCal Ambulance Rates 2025 PDF via Marin County EMS - IFT provider for Humboldt,,2025-01-01,1558501890,,NorCal Ambulance,Verified,"NorCal Ambulance rates published on Marin County EMS website. NorCal Ambulance is the primary IFT provider for the NorCal EMS region. ALS mapped to A0426/A0427, BLS to A0428/A0429, CCT to A0434, Mileage to A0425."
Humboldt,County-wide IFT,"95501, 95502, 95503, 95511, 95514, 95518, 95519, 95521, 95524, 95525, 95526, 95527, 95528, 95534, 95536, 95537, 95540, 95542, 95545, 95546, 95547, 95549, 95550, 95551, 95553, 95554, 95555, 95556, 95558, 95559, 95560, 95562, 95563, 95564, 95565, 95569, 95570, 95571, 95573, 95585, 95587, 95589",A0426,3425.0,IFT,contracted,https://ems.marinhhs.org/sites/default/files/files/NORCAL%20Ambulance%20Rates%202025.pdf,Verified from NorCal Ambulance Rates 2025 PDF via Marin County EMS - IFT provider for Humboldt,,2025-01-01,1558501890,,NorCal Ambulance,Verified,"NorCal Ambulance rates published on Marin County EMS website. NorCal Ambulance is the primary IFT provider for the NorCal EMS region. ALS mapped to A0426/A0427, BLS to A0428/A0429, CCT to A0434, Mileage to A0425."
Humboldt,County-wide IFT,"95501, 95502, 95503, 95511, 95514, 95518, 95519, 95521, 95524, 95525, 95526, 95527, 95528, 95534, 95536, 95537, 95540, 95542, 95545, 95546, 95547, 95549, 95550, 95551, 95553, 95554, 95555, 95556, 95558, 95559, 95560, 95562, 95563, 95564, 95565, 95569, 95570, 95571, 95573, 95585, 95587, 95589",A0427,3425.0,IFT,contracted,https://ems.marinhhs.org/sites/default/files/files/NORCAL%20Ambulance%20Rates%202025.pdf,Verified from NorCal Ambulance Rates 2025 PDF via Marin County EMS - IFT provider for Humboldt,,2025-01-01,1558501890,,NorCal Ambulance,Verified,"NorCal Ambulance rates published on Marin County EMS website. NorCal Ambulance is the primary IFT provider for the NorCal EMS region. ALS mapped to A0426/A0427, BLS to A0428/A0429, CCT to A0434, Mileage to A0425."
Humboldt,County-wide IFT,"95501, 95502, 95503, 95511, 95514, 95518, 95519, 95521, 95524, 95525, 95526, 95527, 95528, 95534, 95536, 95537, 95540, 95542, 95545, 95546, 95547, 95549, 95550, 95551, 95553, 95554, 95555, 95556, 95558, 95559, 95560, 95562, 95563, 95564, 95565, 95569, 95570, 95571, 95573, 95585, 95587, 95589",A0428,3050.0,IFT,contracted,https://ems.marinhhs.org/sites/default/files/files/NORCAL%20Ambulance%20Rates%202025.pdf,Verified from NorCal Ambulance Rates 2025 PDF via Marin County EMS - IFT provider for Humboldt,,2025-01-01,1558501890,,NorCal Ambulance,Verified,"NorCal Ambulance rates published on Marin County EMS website. NorCal Ambulance is the primary IFT provider for the NorCal EMS region. ALS mapped to A0426/A0427, BLS to A0428/A0429, CCT to A0434, Mileage to A0425."
Humboldt,County-wide IFT,"95501, 95502, 95503, 95511, 95514, 95518, 95519, 95521, 95524, 95525, 95526, 95527, 95528, 95534, 95536, 95537, 95540, 95542, 95545, 95546, 95547, 95549, 95550, 95551, 95553, 95554, 95555, 95556, 95558, 95559, 95560, 95562, 95563, 95564, 95565, 95569, 95570, 95571, 95573, 95585, 95587, 95589",A0429,3050.0,IFT,contracted,https://ems.marinhhs.org/sites/default/files/files/NORCAL%20Ambulance%20Rates%202025.pdf,Verified from NorCal Ambulance Rates 2025 PDF via Marin County EMS - IFT provider for Humboldt,,2025-01-01,1558501890,,NorCal Ambulance,Verified,"NorCal Ambulance rates published on Marin County EMS website. NorCal Ambulance is the primary IFT provider for the NorCal EMS region. ALS mapped to A0426/A0427, BLS to A0428/A0429, CCT to A0434, Mileage to A0425."
Humboldt,County-wide IFT,"95501, 95502, 95503, 95511, 95514, 95518, 95519, 95521, 95524, 95525, 95526, 95527, 95528, 95534, 95536, 95537, 95540, 95542, 95545, 95546, 95547, 95549, 95550, 95551, 95553, 95554, 95555, 95556, 95558, 95559, 95560, 95562, 95563, 95564, 95565, 95569, 95570, 95571, 95573, 95585, 95587, 95589",A0434,14500.0,IFT,contracted,https://ems.marinhhs.org/sites/default/files/files/NORCAL%20Ambulance%20Rates%202025.pdf,Verified from NorCal Ambulance Rates 2025 PDF via Marin County EMS - IFT provider for Humboldt,,2025-01-01,1558501890,,NorCal Ambulance,Verified,"NorCal Ambulance rates published on Marin County EMS website. NorCal Ambulance is the primary IFT provider for the NorCal EMS region. ALS mapped to A0426/A0427, BLS to A0428/A0429, CCT to A0434, Mileage to A0425."
Imperial,County-wide,"92222, 92227, 92231, 92232, 92233, 92243, 92244, 92249, 92250, 92251, 92257, 92259, 92266, 92273, 92275, 92281, 92283",A0426,1651.0,911,county,https://calexicochronicle.com/2025/11/07/calexico-city-council-oks-updated-ems-fee-schedule/,"Verified from Calexico City Council Nov 2025 EMS fee schedule update (ALS1 $1,651, BLS $1,472)",https://npiregistry.cms.hhs.gov/ | https://www.icphd.org/emergency-medical-services/ | https://www.icphd.org/emergency-medical-services/policy-protocol-manual,2025-11-07,1265437701,1508984773,Calexico Fire Department EMS,Verified,Calexico City Council approved EMS fee schedule per Calexico Chronicle news article (Nov 2025). HCPCS codes mapped from published fee categories.
Imperial,County-wide,"92222, 92227, 92231, 92232, 92233, 92243, 92244, 92249, 92250, 92251, 92257, 92259, 92266, 92273, 92275, 92281, 92283",A0427,1651.0,911,county,https://calexicochronicle.com/2025/11/07/calexico-city-council-oks-updated-ems-fee-schedule/,"Verified from Calexico City Council Nov 2025 EMS fee schedule update (ALS1 $1,651, BLS $1,472)",https://npiregistry.cms.hhs.gov/ | https://www.icphd.org/emergency-medical-services/ | https://www.icphd.org/emergency-medical-services/policy-protocol-manual,2025-11-07,1265437701,1508984773,Calexico Fire Department EMS,Verified,Calexico City Council approved EMS fee schedule per Calexico Chronicle news article (Nov 2025). HCPCS codes mapped from published fee categories.
Imperial,County-wide,"92222, 92227, 92231, 92232, 92233, 92243, 92244, 92249, 92250, 92251, 92257, 92259, 92266, 92273, 92275, 92281, 92283",A0428,1472.0,911,county,https://calexicochronicle.com/2025/11/07/calexico-city-council-oks-updated-ems-fee-schedule/,"Verified from Calexico City Council Nov 2025 EMS fee schedule update (ALS1 $1,651, BLS $1,472)",https://npiregistry.cms.hhs.gov/ | https://www.icphd.org/emergency-medical-services/ | https://www.icphd.org/emergency-medical-services/policy-protocol-manual,2025-11-07,1265437701,1508984773,Calexico Fire Department EMS,Verified,Calexico City Council approved EMS fee schedule per Calexico Chronicle news article (Nov 2025). HCPCS codes mapped from published fee categories.
Imperial,County-wide,"92222, 92227, 92231, 92232, 92233, 92243, 92244, 92249, 92250, 92251, 92257, 92259, 92266, 92273, 92275, 92281, 92283",A0429,1472.0,911,county,https://calexicochronicle.com/2025/11/07/calexico-city-council-oks-updated-ems-fee-schedule/,"Verified from Calexico City Council Nov 2025 EMS fee schedule update (ALS1 $1,651, BLS $1,472)",https://npiregistry.cms.hhs.gov/ | https://www.icphd.org/emergency-medical-services/ | https://www.icphd.org/emergency-medical-services/policy-protocol-manual,2025-11-07,1265437701,1508984773,Calexico Fire Department EMS,Verified,Calexico City Council approved EMS fee schedule per Calexico Chronicle news article (Nov 2025). HCPCS codes mapped from published fee categories.
Inyo,County-wide,"92328, 92384, 92389, 93513, 93514, 93515, 93522, 93526, 93530, 93545, 93549, 93562, 93592",A0425,49.77,911,contracted,https://icema.sbcounty.gov/wp-content/uploads/sites/100/Documents/Transportation/FY%202024-25%20Ambulance%20Rate%20Adjustment-Inyo.pdf,Verified from ICEMA FY24-25 Inyo Rate Adjustment PDF,,2024-07-01,1568462604,,ICEMA Inyo County Providers,Verified,ICEMA Inyo County FY24-25 rate schedule. Separate from San Bernardino rates. Emergency fee added to ALS/BLS base for 911 codes. Non-transport (A0998) included.
Inyo,County-wide,"92328, 92384, 92389, 93513, 93514, 93515, 93522, 93526, 93530, 93545, 93549, 93562, 93592",A0426,2473.76,911,contracted,https://icema.sbcounty.gov/wp-content/uploads/sites/100/Documents/Transportation/FY%202024-25%20Ambulance%20Rate%20Adjustment-Inyo.pdf,"Verified from ICEMA FY 2024-25 Inyo County rate adjustment (ALS $2,473.76, BLS $1,662.83, CCT $2,400.83, Mileage $49.77)",https://npiregistry.cms.hhs.gov/ | https://www.inyocounty.us/services/health-human-services/emergency-medical-services,2024-07-01,1568462604,1417053249,ICEMA Inyo County Providers,Verified,ICEMA Inyo County FY24-25 rate schedule. Separate from San Bernardino rates. Emergency fee added to ALS/BLS base for 911 codes. Non-transport (A0998) included.
Inyo,County-wide,"92328, 92384, 92389, 93513, 93514, 93515, 93522, 93526, 93530, 93545, 93549, 93562, 93592",A0426,2473.76,IFT,contracted,https://icema.sbcounty.gov/wp-content/uploads/sites/100/Documents/Transportation/FY%202024-25%20Ambulance%20Rate%20Adjustment-Inyo.pdf,Verified from ICEMA FY24-25 Inyo Rate Adjustment PDF,,2024-07-01,1568462604,,ICEMA Inyo County Providers,Verified,ICEMA Inyo County FY24-25 rate schedule. Separate from San Bernardino rates. Emergency fee added to ALS/BLS base for 911 codes. Non-transport (A0998) included.
Inyo,County-wide,"92328, 92384, 92389, 93513, 93514, 93515, 93522, 93526, 93530, 93545, 93549, 93562, 93592",A0427,2583.47,911,contracted,https://icema.sbcounty.gov/wp-content/uploads/sites/100/Documents/Transportation/FY%202024-25%20Ambulance%20Rate%20Adjustment-Inyo.pdf,Verified from ICEMA FY24-25 Inyo Rate Adjustment PDF,,2024-07-01,1568462604,,ICEMA Inyo County Providers,Verified,ICEMA Inyo County FY24-25 rate schedule. Separate from San Bernardino rates. Emergency fee added to ALS/BLS base for 911 codes. Non-transport (A0998) included.
Inyo,County-wide,"92328, 92384, 92389, 93513, 93514, 93515, 93522, 93526, 93530, 93545, 93549, 93562, 93592",A0428,1662.83,911,contracted,https://icema.sbcounty.gov/wp-content/uploads/sites/100/Documents/Transportation/FY%202024-25%20Ambulance%20Rate%20Adjustment-Inyo.pdf,"Verified from ICEMA FY 2024-25 Inyo County rate adjustment (ALS $2,473.76, BLS $1,662.83, CCT $2,400.83, Mileage $49.77)",https://npiregistry.cms.hhs.gov/ | https://www.inyocounty.us/services/health-human-services/emergency-medical-services,2024-07-01,1568462604,1417053249,ICEMA Inyo County Providers,Verified,ICEMA Inyo County FY24-25 rate schedule. Separate from San Bernardino rates. Emergency fee added to ALS/BLS base for 911 codes. Non-transport (A0998) included.
Inyo,County-wide,"92328, 92384, 92389, 93513, 93514, 93515, 93522, 93526, 93530, 93545, 93549, 93562, 93592",A0428,1662.83,IFT,contracted,https://icema.sbcounty.gov/wp-content/uploads/sites/100/Documents/Transportation/FY%202024-25%20Ambulance%20Rate%20Adjustment-Inyo.pdf,Verified from ICEMA FY24-25 Inyo Rate Adjustment PDF,,2024-07-01,1568462604,,ICEMA Inyo County Providers,Verified,ICEMA Inyo County FY24-25 rate schedule. Separate from San Bernardino rates. Emergency fee added to ALS/BLS base for 911 codes. Non-transport (A0998) included.
Inyo,County-wide,"92328, 92384, 92389, 93513, 93514, 93515, 93522, 93526, 93530, 93545, 93549, 93562, 93592",A0429,1772.54,911,contracted,https://icema.sbcounty.gov/wp-content/uploads/sites/100/Documents/Transportation/FY%202024-25%20Ambulance%20Rate%20Adjustment-Inyo.pdf,Verified from ICEMA FY24-25 Inyo Rate Adjustment PDF,,2024-07-01,1568462604,,ICEMA Inyo County Providers,Verified,ICEMA Inyo County FY24-25 rate schedule. Separate from San Bernardino rates. Emergency fee added to ALS/BLS base for 911 codes. Non-transport (A0998) included.
Inyo,County-wide,"92328, 92384, 92389, 93513, 93514, 93515, 93522, 93526, 93530, 93545, 93549, 93562, 93592",A0434,2400.83,911,contracted,https://icema.sbcounty.gov/wp-content/uploads/sites/100/Documents/Transportation/FY%202024-25%20Ambulance%20Rate%20Adjustment-Inyo.pdf,Verified from ICEMA FY24-25 Inyo Rate Adjustment PDF,,2024-07-01,1568462604,,ICEMA Inyo County Providers,Verified,ICEMA Inyo County FY24-25 rate schedule. Separate from San Bernardino rates. Emergency fee added to ALS/BLS base for 911 codes. Non-transport (A0998) included.
Inyo,County-wide,"92328, 92384, 92389, 93513, 93514, 93515, 93522, 93526, 93530, 93545, 93549, 93562, 93592",A0998,504.5,911,contracted,https://icema.sbcounty.gov/wp-content/uploads/sites/100/Documents/Transportation/FY%202024-25%20Ambulance%20Rate%20Adjustment-Inyo.pdf,Verified from ICEMA FY24-25 Inyo Rate Adjustment PDF,,2024-07-01,1568462604,,ICEMA Inyo County Providers,Verified,ICEMA Inyo County FY24-25 rate schedule. Separate from San Bernardino rates. Emergency fee added to ALS/BLS base for 911 codes. Non-transport (A0998) included.
